volgnr1z,buurtz,gebplmz,gebjrmz,relimz,bsmz,bersmz,berpmz,gebjrvz,gebplvaz,relivz,nrkindz,nrbodez,nrhgz,relhfdz,grondblz,pblz,patblz,totblz,jrhu1z,bervamz,bervavz,bermhuz,bervhuz,bergt1z,relgt1z,bergt2z,relgt2z,bergt3z,relgt3z,bergt4z,relgt4z,hugeldz,hulftaz,volgnr2z,hulftbz,bsvz,gebplvbz,vamasdz,pblvamz,vavasdz,pblvavz
211701,22,steden Nederland,1833,Ned. Israelitisch,gehuwd,warenhandel,koopman,1838,Amsterdam,Ned. Israelitisch,4,0,1,ander familielid,108,197,119,424,1859,vader overleden,arts,koopman,zonder,zonder,oom/neef man,arts,oom/neef vrouw,advocaat,oom/neef vrouw,koopman,oom/neef man,"f.15,-",25,211702,20,3,Amsterdam,buiten asd of dood,0,in Amsterdam,115
211751,33,Amsterdam,1841,Nederlands Hervormd,gehuwd,zonder beroep,zonder,1854,kolonien,Nederlands Hervormd,4,0,2,geen familie,0,114,0,114,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,211752,-1,-1,-1,-1,-1,-1,-1
211801,22,Amsterdam,1842,Ned. Israelitisch,gehuwd,12,diamantbewerking,1844,Amsterdam,Ned. Israelitisch,9,0,0,-1,67,67,6,141,1864,vader overleden,werklieden,diamantbewerking,naaister,onderwijzer,geen familie,zonder,geen familie,zonder,geen familie,zonder,geen familie,geen of onbekend,21,211802,20,3,Amsterdam,buiten asd of dood,0,in Amsterdam,0
211851,43,Duitsland,1832,Ned. Israelitisch,gehuwd,warenhandel,koopman,1845,Duitsland,Ned. Israelitisch,1,3,0,-1,177,678,237,1092,1863,koopman,"bankiers, kassiers",koopman,zonder,onderwijzer,geen familie,predikant,geen familie,geen getuigen,9,geen getuigen,9,buitenlands,31,211852,17,3,Duitsland,buiten asd of dood,0,buiten asd of dood,0
211901,49,steden Nederland,1840,Nederlands Hervormd,gehuwd,verkeerswegen,directeur,1848,steden Nederland,Nederlands Hervormd,6,3,0,-1,0,121,0,121,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,211902,-1,-1,-1,-1,-1,-1,-1
211951,33,Amsterdam,1852,Hersteld Luthers,gehuwd,168,slager,1854,platteland Nederland,Nederlands Hervormd,1,0,0,-1,29,41,58,128,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,211952,-1,-1,-1,-1,-1,-1,-1
212001,10,platteland Nederland,1853,Ned. Israelitisch,gehuwd,warenhandel,koopman,1853,Amsterdam,Ned. Israelitisch,2,2,0,-1,0,35,119,153,1881,winkelier,vader overleden,koopman,zonder,koopman,oom/neef man,huispersoneel,geen familie,makelaar,geen familie,bakker,geen familie,geen of onbekend,27,212002,27,3,Amsterdam,in Amsterdam,0,buiten asd of dood,0
212051,21,steden Nederland,1831,Ned. Israelitisch,gehuwd,warenhandel,koopman,1846,Duitsland,Ned. Israelitisch,5,3,0,-1,130,419,320,869,1870,zonder,vader overleden,koopman,zonder,koopman,broer/zwager vrouw,koopman,broer/zwager vrouw,advocaat,geen familie,ambtenaar,geen familie,buitenlands,39,212052,24,3,Duitsland,buiten asd of dood,0,buiten asd of dood,0
212101,4,platteland Nederland,1831,Nederlands Hervormd,gehuwd,zonder beroep,zonder,1834,Duitsland,Nederlands Hervormd,0,2,0,-1,0,141,0,141,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,212102,-1,-1,-1,-1,-1,-1,-1
212151,34,Amsterdam,1826,Rooms Katholiek,gehuwd,warenhandel,winkelier,1829,platteland Nederland,Rooms Katholiek,0,1,3,ander familielid,0,158,44,202,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,212152,-1,-1,-1,-1,-1,-1,-1
212201,26,Amsterdam,1838,Nederlands Hervormd,gehuwd,207,240,1843,Amsterdam,Nederlands Hervormd,2,0,0,-1,0,54,72,125,1863,vader overleden,240,240,zonder,zonder,broer/zwager man,zonder,broer/zwager man,ambachtsman,broer/zwager vrouw,zonder,geen familie,"f.4,-",25,212202,20,3,Amsterdam,buiten asd of dood,0,in Amsterdam,14
212251,23,Amsterdam,1855,Nederlands Hervormd,gehuwd,168,slager,1862,steden Nederland,Evangelisch Luthers,1,0,0,-1,76,108,87,271,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,212252,-1,-1,-1,-1,-1,-1,-1
212301,2,Amsterdam,1817,Rooms Katholiek,gehuwd,259,boekhouder,1819,Amsterdam,Rooms Katholiek,3,2,0,-1,42,193,26,260,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,212302,-1,-1,-1,-1,-1,-1,-1
212351,42,Amsterdam,1822,Nederlands Hervormd,gehuwd,warenhandel,koopman,1822,steden Nederland,Nederlands Hervormd,4,2,2,ander familielid,108,0,87,195,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,212352,-1,-1,-1,-1,-1,-1,-1
212401,26,Amsterdam,1815,Hersteld Luthers,gehuwd,vrije beroepen,vrij beroep,1821,Amsterdam,Hersteld Luthers,5,2,0,-1,0,85,33,118,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,212402,-1,-1,-1,-1,-1,-1,-1
212451,27,platteland Nederland,1849,Remonstrants,gehuwd,255,advocaat,1861,Amsterdam,Nederlands Hervormd,0,1,0,-1,0,90,22,112,1882,vader overleden,commissionair,advocaat,zonder,"ingenieur, architect",broer/zwager man,advocaat,broer/zwager vrouw,koopman,broer/zwager vrouw,makelaar,broer/zwager man,geen of onbekend,32,212452,22,3,Amsterdam,buiten asd of dood,0,in Amsterdam,161
212501,42,Amsterdam,1828,Nederlands Hervormd,gehuwd,vrije beroepen,arts,1833,platteland Nederland,Nederlands Hervormd,0,2,0,-1,99,338,87,524,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,212502,-1,-1,-1,-1,-1,-1,-1
212551,23,Amsterdam,1836,Rooms Katholiek,gehuwd,warenhandel,winkelier,1838,Amsterdam,Rooms Katholiek,2,0,0,-1,0,104,11,114,1864,zonder,vader overleden,koopman,naaister,commissionair,broer/zwager man,koopman,geen familie,koopman,geen familie,winkelier,geen familie,"f.4,-",28,212552,26,3,Amsterdam,in Amsterdam,0,buiten asd of dood,0
212601,20,platteland Nederland,1829,Nederlands Hervormd,gehuwd,tussenhandel,commissionair,1836,overig buitenland,Nederlands Hervormd,8,1,0,-1,0,174,194,368,1856,arts,vader overleden,koopman,zonder,240,geen familie,winkelier,geen familie,zeeman,geen familie,240,geen familie,"f.15,-",26,212602,19,3,overig buitenland,buiten asd of dood,0,buiten asd of dood,0
212651,50,platteland Nederland,1847,Nederlands Hervormd,gehuwd,256,"ingenieur, architect",1845,steden Nederland,Nederlands Hervormd,2,1,0,-1,0,51,99,151,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,212652,-1,-1,-1,-1,-1,-1,-1
212701,43,Amsterdam,1825,Evangelisch Luthers,gehuwd,gemeentedienst,ambtenaar,1827,Amsterdam,Evangelisch Luthers,1,1,0,-1,0,99,26,125,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,212702,-1,-1,-1,-1,-1,-1,-1
212751,25,platteland Nederland,1820,Port. Israelitisch,gehuwd,167,fabrikanten,1821,platteland Nederland,Port. Israelitisch,0,2,0,-1,55,56,4,115,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,212752,-1,-1,-1,-1,-1,-1,-1
212801,1,Amsterdam,1832,Evangelisch Luthers,gehuwd,warenhandel,koopman,1840,platteland Nederland,Nederlands Hervormd,4,1,0,-1,73,173,66,312,1866,onderwijzer,koopman,koopman,zonder,onderwijzer,vader man,artistiek beroep,broer/zwager man,artistiek beroep,broer/zwager man,kantoorbediende,broer/zwager vrouw,"f.15,-",33,212802,25,3,platteland Nederland,in Amsterdam,0,buiten asd of dood,0
212851,10,Amsterdam,1853,Evangelisch Luthers,ongehuwd,warenhandel,koopman,-1,-1,-1,0,0,0,-1,0,0,119,119,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,212852,-1,-1,-1,-1,-1,-1,-1
212901,8,Amsterdam,1836,Hersteld Luthers,ongehuwd,warenhandel,koopman,-1,-1,-1,0,1,3,ander familielid,57,83,61,202,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,212902,-1,-1,-1,-1,-1,-1,-1
212951,1,Amsterdam,1835,Nederlands Hervormd,gehuwd,warenhandel,koopman,1835,Amsterdam,Nederlands Hervormd,7,2,0,-1,177,255,255,687,1861,makelaar,vader overleden,koopman,zonder,aannemers,broer/zwager vrouw,koopman,broer/zwager vrouw,ambachtsman,geen familie,zonder,geen familie,"f.15,-",26,212952,26,3,Amsterdam,in Amsterdam,94,buiten asd of dood,0
213001,35,Amsterdam,1822,Nederlands Hervormd,gehuwd,303,rechter,1825,Amsterdam,Remonstrants,0,2,1,ander familielid,0,124,0,124,1854,vader overleden,vader overleden,advocaat,zonder,koopman,broer/zwager man,koopman,broer/zwager man,apotheker,geen familie,kantoorbediende,geen familie,"f.15,-",31,213002,28,3,Amsterdam,buiten asd of dood,0,buiten asd of dood,0
213051,49,Amsterdam,1839,"Overig, zonder",gehuwd,vrije beroepen,arts,1833,steden Nederland,Waals Hervormd,0,2,0,-1,0,153,26,179,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,213052,-1,-1,-1,-1,-1,-1,-1
213101,25,Amsterdam,1821,Port. Israelitisch,ongehuwd,tussenhandel,commissionair,-1,-1,-1,0,2,0,-1,44,132,58,234,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,213102,-1,-1,-1,-1,-1,-1,-1
213151,12,Amsterdam,1813,Rooms Katholiek,ongehuwd,zonder beroep,zonder,-1,-1,-1,0,0,1,ander familielid,109,51,0,161,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,213152,-1,-1,-1,-1,-1,-1,-1
213201,23,Amsterdam,1848,Nederlands Hervormd,gehuwd,162,bakker,1845,platteland Nederland,Nederlands Hervormd,4,1,0,-1,52,85,14,151,1872,vader overleden,bakker,bakker,dienstbode,bakker,broer/zwager vrouw,bakker,geen familie,kantoorbediende,geen familie,directeur,geen familie,"f.4,-",23,213202,25,3,platteland Nederland,buiten asd of dood,0,buiten asd of dood,0
213251,25,Amsterdam,1807,Ned. Israelitisch,gehuwd,zonder beroep,zonder,1811,steden Nederland,Ned. Israelitisch,0,0,1,ander familielid,142,18,0,160,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,213252,-1,-1,-1,-1,-1,-1,-1
213301,21,Amsterdam,1848,Ned. Israelitisch,gehuwd,12,diamantbewerking,1851,Amsterdam,Ned. Israelitisch,2,2,0,-1,0,92,129,221,1873,koopman,winkelier,diamantbewerking,zonder,koopman,oom/neef man,makelaar,oom/neef man,koopman,geen familie,diamantbewerking,geen familie,"f.25,-",25,213302,21,3,Amsterdam,in Amsterdam,0,in Amsterdam,0
213351,49,Amsterdam,1823,Evangelisch Luthers,gehuwd,warenhandel,koopman,1841,steden Nederland,Nederlands Hervormd,6,2,0,-1,0,158,87,245,1871,vader overleden,zonder,koopman,zonder,zonder,vader vrouw,cargadoors,oom/neef vrouw,koopman,broer/zwager man,koopman,broer/zwager man,"f.15,-",47,213352,30,3,steden Nederland,buiten asd of dood,0,buiten asd of dood,0
213401,35,Amsterdam,1823,Hersteld Luthers,gehuwd,warenhandel,koopman,1833,Amsterdam,Evangelisch Luthers,0,2,2,ander familielid,44,83,40,168,1853,vader overleden,koopman,koopman,zonder,commissionair,broer/zwager man,koopman,broer/zwager man,artistiek beroep,geen familie,ambachtsman,geen familie,"f.15,-",30,213402,20,3,Amsterdam,buiten asd of dood,0,in Amsterdam,71
213451,44,Amsterdam,1834,Nederlands Hervormd,gehuwd,warenhandel,koopman,1837,Amsterdam,Nederlands Hervormd,0,0,1,ouder,29,32,87,148,1865,vader overleden,zonder,kantoorbediende,winkelierster,ambachtsman,broer/zwager man,winkelier,broer/zwager vrouw,ambtenaar,geen familie,ambtenaar,geen familie,"f.15,-",30,213452,27,3,Amsterdam,buiten asd of dood,0,buiten asd of dood,0
213501,33,Duitsland,1821,Ned. Israelitisch,gehuwd,crediet,"bankiers, kassiers",1836,Duitsland,Ned. Israelitisch,3,1,0,-1,323,1049,512,1884,1855,koopman,vader overleden,koopman,zonder,koopman,geen familie,koopman,geen familie,geen getuigen,9,geen getuigen,9,buitenlands,24,213502,19,3,Duitsland,buiten asd of dood,0,buiten asd of dood,0
213551,35,Amsterdam,1815,Evangelisch Luthers,gehuwd,34,aannemers,1820,Amsterdam,Evangelisch Luthers,7,1,0,-1,68,138,116,323,1841,ambachtsman,vader overleden,koopman,zonder,commissionair,oom/neef vrouw,koopman,geen familie,commissionair,oom/neef vrouw,ambtenaar,geen familie,geen of onbekend,26,213552,20,3,Amsterdam,in Amsterdam,0,buiten asd of dood,0
213601,35,platteland Nederland,1828,Nederlands Hervormd,gehuwd,chemische bedrijven,apotheker,1826,Amsterdam,Nederlands Hervormd,1,2,0,-1,34,56,26,116,1861,vader overleden,vader overleden,apotheker,zonder,bakker,broer/zwager man,makelaar,broer/zwager vrouw,predikant,broer/zwager vrouw,zonder,geen familie,"f.15,-",32,213602,34,3,Amsterdam,buiten asd of dood,0,buiten asd of dood,0
213651,48,steden Nederland,1841,"Overig, zonder",gehuwd,metaalbewerking,fabrikanten,1843,Amsterdam,Nederlands Hervormd,4,3,0,-1,118,116,115,349,1874,vader overleden,vader overleden,ambtenaar,zonder,arts,broer/zwager man,zonder,broer/zwager vrouw,ambachtsman,broer/zwager vrouw,koopman,broer/zwager vrouw,geen of onbekend,33,213652,31,weduwe,Amsterdam,buiten asd of dood,0,buiten asd of dood,0
213701,25,Amsterdam,1818,Nederlands Hervormd,gehuwd,zonder beroep,zonder,1816,Amsterdam,Nederlands Hervormd,0,0,0,-1,149,21,0,170,1842,zonder,vader overleden,werklieden,zonder,huispersoneel,geen familie,kantoorbediende,geen familie,sleper,geen familie,bakker,geen familie,geen of onbekend,23,213702,27,3,platteland Nederland,in Amsterdam,0,buiten asd of dood,0
213751,6,Amsterdam,1812,Evangelisch Luthers,weduwnaar,238,makelaar,1815,Amsterdam,Evangelisch Luthers,2,3,0,-1,305,293,0,598,1834,zonder,koopman,commissionair,zonder,zonder,vader man,koopman,vader vrouw,koopman,broer/zwager man,koopman,broer/zwager vrouw,geen of onbekend,21,213752,24,3,Amsterdam,in Amsterdam,0,in Amsterdam,0
213801,22,kolonien,1845,Nederlands Hervormd,gehuwd,224,directeur,1842,steden Nederland,Nederlands Hervormd,3,2,0,-1,0,182,0,182,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,213802,-1,-1,-1,-1,-1,-1,-1
213851,28,Amsterdam,1853,Nederlands Hervormd,gehuwd,verzekering,assuradeurs,1842,Amsterdam,Nederlands Hervormd,0,1,0,-1,0,136,22,158,1876,boekhouder,vader overleden,boekhouder,naaister,koopman,broer/zwager man,hoofdarbeider,broer/zwager man,kantoorbediende,broer/zwager vrouw,kantoorbediende,broer/zwager vrouw,geen of onbekend,23,213852,34,3,Amsterdam,in Amsterdam,0,buiten asd of dood,0
213901,28,Amsterdam,1835,Evangelisch Luthers,weduwnaar,257,artistiek beroep,1838,platteland Nederland,Evangelisch Luthers,0,1,0,-1,98,57,0,156,1858,artistiek beroep,vader overleden,artistiek beroep,zonder,artistiek beroep,broer/zwager man,boekhouder,geen familie,ambachtsman,geen familie,bestuurder,geen familie,"f.15,-",23,213902,20,3,platteland Nederland,in Amsterdam,43,buiten asd of dood,0
213951,21,Amsterdam,1850,Doopsgezind,gehuwd,warenhandel,koopman,1852,platteland Nederland,Nederlands Hervormd,5,4,0,-1,0,295,119,414,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,213952,-1,-1,-1,-1,-1,-1,-1
214001,21,Amsterdam,1838,Ned. Israelitisch,gehuwd,238,makelaar,1836,Amsterdam,Ned. Israelitisch,1,0,0,-1,81,40,26,147,1861,vader overleden,vader overleden,kantoorbediende,naaister,koopman,broer/zwager man,ambachtsman,oom/neef man,zonder,geen familie,ambtenaar,geen familie,"f.4,-",23,214002,24,3,Amsterdam,buiten asd of dood,0,buiten asd of dood,0
214051,6,Amsterdam,1843,Rooms Katholiek,ongehuwd,warenhandel,koopman,-1,-1,-1,0,1,1,ouder,0,123,26,149,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,214052,-1,-1,-1,-1,-1,-1,-1
214101,2,Amsterdam,1836,Evangelisch Luthers,gehuwd,168,slager,1837,Amsterdam,Hersteld Luthers,0,2,0,-1,76,67,38,180,1857,slager,slager,slager,zonder,winkelier,oom/neef vrouw,boekhouder,oom/neef vrouw,ambachtsman,geen familie,huispersoneel,geen familie,"f.15,-",23,214102,19,3,Amsterdam,in Amsterdam,0,in Amsterdam,0
214151,13,steden Nederland,1841,Nederlands Hervormd,weduwnaar,162,bakker,1837,Amsterdam,Evangelisch Luthers,5,1,0,-1,56,110,58,223,1870,vader overleden,bakker,bakker,zonder,bakker,broer/zwager man,ambtenaar,oom/neef man,bakker,oom/neef man,koopman,geen familie,"f.15,-",29,214152,32,3,Amsterdam,buiten asd of dood,0,in Amsterdam,0
214201,44,Amsterdam,1841,Waals Hervormd,gehuwd,238,makelaar,1843,Amsterdam,Waals Hervormd,4,0,0,-1,0,61,58,119,1867,ambtenaar,zonder,kantoorbediende,zonder,ambtenaar,oom/neef vrouw,boekhouder,oom/neef vrouw,commissionair,geen familie,ambtenaar,geen familie,"f.4,-",26,214202,24,3,Amsterdam,in Amsterdam,0,in Amsterdam,92
214251,43,platteland Nederland,1849,Rooms Katholiek,gehuwd,vrije beroepen,arts,1861,Amsterdam,Rooms Katholiek,1,1,0,-1,0,94,26,120,1882,vader overleden,vader overleden,arts,zonder,arts,broer/zwager man,koopman,broer/zwager man,kantoorbediende,broer/zwager vrouw,cargadoors,geen familie,geen of onbekend,32,214252,21,3,Amsterdam,buiten asd of dood,0,buiten asd of dood,0
214301,25,Amsterdam,1825,Waals Hervormd,gehuwd,vrije beroepen,arts,1840,Amsterdam,Nederlands Hervormd,3,2,0,-1,83,294,119,496,1860,vader overleden,vader overleden,arts,zonder,commissionair,broer/zwager man,koopman,broer/zwager man,koopman,oom/neef vrouw,advocaat,oom/neef vrouw,"f.50,-",35,214302,19,3,Amsterdam,buiten asd of dood,0,buiten asd of dood,0
214351,36,Amsterdam,1850,Hersteld Luthers,gehuwd,warenhandel,koopman,1846,Amsterdam,Hersteld Luthers,3,2,0,-1,255,143,87,485,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,214352,-1,-1,-1,-1,-1,-1,-1
214401,13,Amsterdam,1833,Ned. Israelitisch,gehuwd,warenhandel,koopman,1840,Amsterdam,Ned. Israelitisch,7,1,0,-1,81,46,8,135,1868,koopman,vader overleden,koopman,zonder,koopman,vader man,diamantbewerking,broer/zwager man,zonder,geen familie,zonder,geen familie,"f.4,-",35,214402,27,3,Amsterdam,in Amsterdam,101,buiten asd of dood,0
214451,43,platteland Nederland,1815,Nederlands Hervormd,weduwnaar,zonder beroep,zonder,1813,Amsterdam,Nederlands Hervormd,2,2,1,ander familielid,89,228,0,317,1836,aannemers,ambachtsman,zonder,zonder,aannemers,vader man,ambachtsman,vader vrouw,makelaar,broer/zwager vrouw,rechter,oom/neef man,geen of onbekend,21,214452,23,3,Amsterdam,in Amsterdam,0,in Amsterdam,0
214501,20,Amsterdam,1848,Waals Hervormd,gehuwd,256,"ingenieur, architect",1852,steden Nederland,Waals Hervormd,3,2,0,-1,0,130,26,156,1873,koopman,predikant,"ingenieur, architect",zonder,zonder,broer/zwager vrouw,predikant,oom/neef vrouw,koopman,broer/zwager man,reders,oom/neef man,"f.15,-",25,214502,25,3,steden Nederland,in Amsterdam,85,in Amsterdam,205
214551,10,Duitsland,1846,Ned. Israelitisch,gehuwd,tussenhandel,commissionair,1848,Duitsland,Ned. Israelitisch,1,0,0,-1,0,85,87,172,1874,koopman,koopman,koopman,9,geen getuigen,9,geen getuigen,9,geen getuigen,9,geen getuigen,9,buitenlands,27,214552,25,3,Duitsland,buiten asd of dood,0,buiten asd of dood,0
214601,8,steden Nederland,1847,Ned. Israelitisch,gehuwd,warenhandel,koopman,1854,platteland Nederland,Ned. Israelitisch,4,2,0,-1,89,155,119,362,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,214602,-1,-1,-1,-1,-1,-1,-1
214651,21,Amsterdam,1820,Rooms Katholiek,gehuwd,warenhandel,koopman,1835,platteland Nederland,Rooms Katholiek,5,0,0,-1,0,211,119,331,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,214652,-1,-1,-1,-1,-1,-1,-1
214701,26,Amsterdam,1826,Nederlands Hervormd,ongehuwd,warenhandel,koopman,-1,-1,-1,0,2,0,-1,70,133,119,322,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,214702,-1,-1,-1,-1,-1,-1,-1
214751,8,Amsterdam,1844,Evangelisch Luthers,ongehuwd,207,240,-1,-1,-1,0,0,0,-1,0,93,19,112,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,214752,-1,-1,-1,-1,-1,-1,-1
214801,21,Amsterdam,1854,Ned. Israelitisch,ongehuwd,warenhandel,koopman,-1,-1,-1,0,1,0,-1,0,88,58,146,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,214802,-1,-1,-1,-1,-1,-1,-1
214851,27,Amsterdam,1838,Ned. Israelitisch,gehuwd,256,"ingenieur, architect",1855,Amsterdam,Nederlands Hervormd,0,2,1,ander familielid,0,183,60,243,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,214852,-1,-1,-1,-1,-1,-1,-1
214901,34,Amsterdam,1841,Nederlands Hervormd,gehuwd,tussenhandel,commissionair,1846,Amsterdam,Waals Hervormd,2,3,0,-1,73,208,119,400,1867,assuradeurs,makelaar,assuradeurs,zonder,zonder,broer/zwager man,commissionair,oom/neef man,assuradeurs,broer/zwager vrouw,koopman,oom/neef vrouw,"f.50,-",25,214902,21,3,Amsterdam,in Amsterdam,353,in Amsterdam,614
214951,24,Amsterdam,1803,Nederlands Hervormd,gehuwd,zonder beroep,zonder,1804,steden Nederland,Nederlands Hervormd,2,1,0,-1,0,118,0,118,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,214952,-1,-1,-1,-1,-1,-1,-1
215001,16,Amsterdam,1844,Ned. Israelitisch,gehuwd,12,diamantbewerking,1847,Amsterdam,Ned. Israelitisch,9,1,0,-1,72,93,41,207,1869,ambachtsman,winkelier,diamantbewerking,zonder,diamantbewerking,broer/zwager man,diamantbewerking,broer/zwager man,winkelier,broer/zwager vrouw,diamantbewerking,geen familie,"f.4,-",25,215002,18,3,Amsterdam,in Amsterdam,0,in Amsterdam,51
215051,48,steden Nederland,1823,Nederlands Hervormd,gehuwd,kerkdienst,predikant,1830,Amsterdam,Nederlands Hervormd,3,0,0,-1,0,239,0,239,1849,notaris,koopman,predikant,zonder,zonder,broer/zwager man,notaris,broer/zwager man,ambtenaar,oom/neef vrouw,commissionair,oom/neef vrouw,geen of onbekend,26,215052,19,3,Amsterdam,buiten asd of dood,0,in Amsterdam,0
215101,9,Amsterdam,1851,Evangelisch Luthers,gehuwd,162,bakker,1853,Amsterdam,Hersteld Luthers,2,1,0,-1,34,73,20,127,1880,bakker,zonder,bakker,zonder,"ingenieur, architect",broer/zwager man,bakker,broer/zwager man,ambachtsman,broer/zwager man,werklieden,geen familie,geen of onbekend,28,215102,27,3,Amsterdam,in Amsterdam,0,in Amsterdam,0
215151,42,Amsterdam,1840,Rooms Katholiek,gehuwd,tussenhandel,commissionair,1856,Amsterdam,Rooms Katholiek,5,0,0,-1,39,96,26,160,1877,vader overleden,ambachtsman,commissionair,zonder,koopman,broer/zwager man,koopman,broer/zwager man,ambachtsman,broer/zwager vrouw,koopman,geen familie,geen of onbekend,36,215152,20,3,Amsterdam,buiten asd of dood,0,in Amsterdam,99
215201,30,Amsterdam,1843,Nederlands Hervormd,ongehuwd,162,directeur,-1,-1,-1,0,0,3,ander familielid,29,49,38,116,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,215202,-1,-1,-1,-1,-1,-1,-1
215251,42,Amsterdam,1840,Nederlands Hervormd,gehuwd,303,notaris,1845,Amsterdam,Nederlands Hervormd,4,0,0,-1,0,130,237,366,1874,vader overleden,vader overleden,notaris,zonder,arts,broer/zwager man,koopman,broer/zwager man,apotheker,broer/zwager vrouw,zonder,broer/zwager vrouw,geen of onbekend,33,215252,29,3,Amsterdam,buiten asd of dood,0,buiten asd of dood,0
215301,9,steden Nederland,1842,Rooms Katholiek,gehuwd,256,"ingenieur, architect",1850,steden Nederland,Rooms Katholiek,5,0,0,-1,0,119,72,190,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,215302,-1,-1,-1,-1,-1,-1,-1
215351,11,overig buitenland,1826,Rooms Katholiek,gehuwd,tussenhandel,commissionair,1835,Amsterdam,Rooms Katholiek,0,1,0,-1,3,81,38,122,1856,zonder,zonder,commissionair,zonder,koopman,oom/neef man,artistiek beroep,oom/neef man,koopman,broer/zwager vrouw,koopman,geen familie,"f.15,-",30,215352,21,3,Amsterdam,buiten asd of dood,0,in Amsterdam,49
215401,15,Amsterdam,1846,Hersteld Luthers,ongehuwd,overigen,overigen,-1,-1,-1,0,0,0,-1,36,0,100,136,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,215402,-1,-1,-1,-1,-1,-1,-1
215451,22,platteland Nederland,1834,Gereformeerd,gehuwd,238,makelaar,1859,Amsterdam,Gereformeerd,2,1,0,-1,0,79,65,144,1878,vader overleden,makelaar,timmerman,zonder,zonder,broer/zwager man,makelaar,oom/neef vrouw,zonder,oom/neef vrouw,"ingenieur, architect",oom/neef vrouw,geen of onbekend,24,215452,19,3,Amsterdam,buiten asd of dood,0,in Amsterdam,81
215501,20,Amsterdam,1821,Nederlands Hervormd,weduwnaar,tussenhandel,commissionair,1820,Amsterdam,Nederlands Hervormd,0,1,0,-1,0,58,58,116,1846,vader overleden,vader overleden,kantoorbediende,zonder,zonder,oom/neef vrouw,kantoorbediende,oom/neef man,zonder,oom/neef man,zeeman,oom/neef vrouw,geen of onbekend,25,215502,24,3,Amsterdam,buiten asd of dood,0,buiten asd of dood,0
215551,22,Amsterdam,1831,Ned. Israelitisch,gehuwd,12,diamantbewerking,1835,Amsterdam,Ned. Israelitisch,7,1,0,-1,96,46,2,145,1858,commissionair,koopman,diamantbewerking,zonder,diamantbewerking,broer/zwager vrouw,diamantbewerking,geen familie,diamantbewerking,geen familie,bakker,geen familie,"f.4,-",27,215552,22,3,Amsterdam,in Amsterdam,0,in Amsterdam,26
